,id,address,latitude,longitude
239,Boston_Financial District_Boston_28 Water St_262 Washington St,"262 Washington St, Boston, MA 2108",42.374233,-71.03907
240,Boston_Route 128 West_Newton_313 Washington St_313 Washington St,"313 Washington St, Newton, MA 2458",42.35715,-71.186462
241,Boston_Financial District_Boston_37 Court Sq_18 Tremont St,"18 Tremont St, Boston, MA 2108",42.374233,-71.03907
242,Boston_Close-in Suburbs North_Somerville_414 Washington St_118-120 Beacon St,"118-120 Beacon St, Somerville, MA 2143",42.380355,-71.108915
243,Boston_Seaport/South Boston_Boston_451D Street_451 D St,"451 D St, Boston, MA 2210",42.345296,-71.042121
244,Boston_Southern New Hampshire_Bedford_5 Kilton Walk_5 Bedford Farms Dr,"5 Bedford Farms Dr, Bedford, NH 3110",42.954613,-71.482546
245,Boston_Seaport/South Boston_Boston_5 Stillings St_374 Congress St,"374 Congress St, Boston, MA 2210",42.349981,-71.047362
246,Boston_Route 128 North_Burlington_50 Mall Rdg_50 Burlington Mall Rd,"50 Burlington Mall Rd, Burlington, MA 1803",42.486834,-71.206382
248,Boston_Close-in Suburbs North_Somerville_58 Day Street 7th Spoke Lab Development_58 Day St,"58 Day St, Somerville, MA 2144",42.395845,-71.122798
249,Boston_Financial District_Boston_6 Water St_85 Devonshire St,"85 Devonshire St, Boston, MA 2109",42.357746,-71.057456
250,Boston_Route 3 North_Billerica_630 Boston Rd_630 Boston Rd,"630 Boston Rd, Billerica, MA 1821",42.543864,-71.252998
251,Boston_Financial District_Boston_75 State_75 State St,"75 State St, Boston, MA 2109",42.374233,-71.03907
252,Boston_Back Bay_Boston_845863 Boylston St_855 Boylston St,"855 Boylston St, Boston, MA 2116",42.348744,-71.083179
253,Boston_Close-in Suburbs North_Somerville_Assembly Square Office Park_5 Middlesex Ave,"5 Middlesex Ave, Somerville, MA 2145",42.390937,-71.082199
254,Boston_Neighborhoods District_Boston_Beebe Bldg_129 South St,"129 South St, Boston, MA 2111",42.351207,-71.0576
256,Boston_Route 495 South_Walpole_Bldg 1_1600 Providence Hwy,"1600 Providence Hwy, Walpole, MA 2081",42.139014,-71.21937
257,Boston_Route 128 West_Lexington_Bldg 1_420 Bedford St,"420 Bedford St, Lexington, MA 2420",42.47222,-71.24806
258,Boston_Route 128 West_Lexington_Bldg 2_430 Bedford St,"430 Bedford St, Lexington, MA 2420",42.472733,-71.248972
259,Boston_Route 128 South_Norwood_Bldg 3_315 Norwood Park S,"315 Norwood Park S, Norwood, MA 2062",42.169557,-71.201805
260,Boston_Route 128 North_Wakefield_Bldg A_591 North Ave,"591 North Ave, Wakefield, MA 1880",42.514246,-71.085589
261,Boston_Route 128 South_Braintree_Braintree Hill Office Park_25 Braintree Hill Office Park,"25 Braintree Hill Office Park, Braintree, MA 2184",42.225388,-71.027349
262,Boston_Southern New Hampshire_Nashua_Building 100_100 Innovative Way,"100 Innovative Way, Nashua, NH 3062",42.713711,-71.45868
263,Boston_Cambridge_Cambridge_Building 300_1 Kendall Sq,"1 Kendall Sq, Cambridge, MA 2139",42.367836,-71.089508
267,Boston_Cambridge_Cambridge_Central Plaza I_675 Massachusetts Ave,"675 Massachusetts Ave, Cambridge, MA 2139",42.373414,-71.11865
268,Boston_Route 128 West_Newton_Centre Place_1320 Centre St,"1320 Centre St, Newton, MA 2459",42.328438,-71.195574
269,Boston_Route 128 West_Newton_Centre Place II_1340 Centre St,"1340 Centre St, Newton, MA 2459",42.322093,-71.206789
270,Boston_Financial District_Boston_Chadwick Lead Works Building_184 High St,"184 High St, Boston, MA 2110",42.356644,-71.052599
271,Boston_Seaport/South Boston_Boston_Channel Building_250-260 Summer St,"250-260 Summer St, Boston, MA 2210",42.35081,-71.05091
272,Boston_Route 128 West_Newton_Chatham Center_29 Crafts St,"29 Crafts St, Newton, MA 2458",42.35481,-71.199997
273,Boston_Route 495 South_Plymouth_Consolidated Dutchwest Bldg_40 Industrial Park Rd,"40 Industrial Park Rd, Plymouth, MA 2360",41.95705,-70.665054
274,Boston_Close-in Suburbs North_Malden_Dowling Bldg_6 Pleasant St,"6 Pleasant St, Malden, MA 2148",42.42613,-71.068142
276,Boston_Back Bay_Boston_Five Hundred Boylston_500 Boylston St,"500 Boylston St, Boston, MA 2116",42.350661,-71.074077
277,Boston_Route 495 South_Plymouth_Harborview Place_225 Water St,"225 Water St, Plymouth, MA 2360",41.965265,-70.670141
278,Boston_Route 128 West_Waltham_Hobbs Brook Office Park_303 Wyman St,"303 Wyman St, Waltham, MA 2451",42.406867,-71.255425
279,Boston_Back Bay_Boston_Horticultural Hall_300 Massachusetts Ave,"300 Massachusetts Ave, Boston, MA 2115",42.343193,-71.085218
280,Boston_Route 128 West_Waltham_Howard Clock Bldg_260 Charles St,"260 Charles St, Waltham, MA 2453",42.37259,-71.24831
281,Boston_Southern New Hampshire_Bedford_Independence Place_15 Constitution Dr,"15 Constitution Dr, Bedford, NH 3110",42.954722,-71.504817
282,Boston_Financial District_Boston_Insurance Exchange Building_40 Broad St,"40 Broad St, Boston, MA 2109",42.374233,-71.03907
283,Boston_Financial District_Boston_Landmark_160 Federal St,"160 Federal St, Boston, MA 2110",42.354046,-71.055952
285,Boston_Route 128 West_Newton_Langley Place_10 Langley Rd,"10 Langley Rd, Newton, MA 2459",42.331218,-71.193909
286,Boston_Route 128 North_Salem_Masonic Bldg_70-72 Washington St,"70-72 Washington St, Salem, MA 1970",42.772624,-71.084348
287,Boston_Route 495/Route 2 West_Maynard_Mill Pond Square_63 Great Rd,"63 Great Rd, Maynard, MA 1754",42.427634,-71.467984
288,Boston_Financial District_Boston_Oliver Street Tower_125 High St,"125 High St, Boston, MA 2110",42.355189,-71.053019
289,Boston_Close-in Suburbs North_Medford_One Cabot Road Laboratory_1 Cabot Rd,"1 Cabot Rd, Medford, MA 2155",42.405488,-71.075093
290,Boston_Cambridge_Cambridge_One Charles_1 Charles Park,"1 Charles Park, Cambridge, MA 2142",42.36559,-71.104
292,Boston_Financial District_Boston_One Liberty Sq_1 Liberty Sq,"1 Liberty Sq, Boston, MA 2109",42.357682,-71.05495
293,Boston_Financial District_Boston_One Washington_1 Washington St,"1 Washington St, Boston, MA 2108",42.35888,-71.0568
294,Boston_Back Bay_Boston_Prudential Tower_800 Boylston St,"800 Boylston St, Boston, MA 2199",42.347537,-71.101988
296,Boston_Route 128 South_Braintree_Rockdale St_50 Braintree Hill Office Park,"50 Braintree Hill Office Park, Braintree, MA 2184",42.227535,-71.02777
297,Boston_Route 495/Mass Pike West_Southborough_Southborough Executive Place_352 Turnpike Rd,"352 Turnpike Rd, Southborough, MA 1772",42.28808,-71.55587
298,Boston_Route 495/Route 2 West_Acton_Strawberry Hill Corporate Center_289 Great Rd,"289 Great Rd, Acton, MA 1720",42.497306,-71.416469
300,Boston_Financial District_Boston_Ten Post Office Sq South_10 Post Office Sq,"10 Post Office Sq, Boston, MA 2109",42.357527,-71.055839
301,Boston_Southern New Hampshire_Manchester_The Atrium Building_977-1001 Elm St,"977-1001 Elm St, Manchester, NH 3101",42.976647,-71.463042
303,Boston_Southern New Hampshire_Nashua_The Glass Tower_20 Trafalgar Sq,"20 Trafalgar Sq, Nashua, NH 3063",42.785798,-71.502468
304,Boston_Route 495 North East_Haverhill_The Landmark Bldg_76-80 Merrimack St,"76-80 Merrimack St, Haverhill, MA 1830",42.833733,-71.00235
305,Boston_Back Bay_Boston_The Wesleyan Building_581 Boylston St,"581 Boylston St, Boston, MA 2116",42.35057,-71.076708
306,Boston_Route 495 North East_Andover_Three Riverside Dr_3 Riverside Dr,"3 Riverside Dr, Andover, MA 1810",42.692075,-71.191433
307,Boston_Seaport/South Boston_Boston_Tower Point  A Street_27-43 Wormwood St,"27-43 Wormwood St, Boston, MA 2210",42.34678,-71.04973
308,Boston_Back Bay_Boston_Two TwentyTwo Berkeley_222 Berkeley St,"222 Berkeley St, Boston, MA 2116",42.35073,-71.073257
309,Boston_Route 495/Mass Pike West_Natick_University Office Bldg_190 N Main St,"190 N Main St, Natick, MA 1760",42.298975,-71.360006
310,Boston_Route 128 West_Waltham_Waltham Place I_266 Second Ave,"266 Second Ave, Waltham, MA 2451",42.388134,-71.263259
311,Boston_Route 128 West_Waltham_Waltham Place II_275 Second Ave,"275 Second Ave, Waltham, MA 2451",42.38893,-71.26527
312,Boston_Route 128 West_Waltham_Waltham Watch Factory_221-257 Crescent St,"221-257 Crescent St, Waltham, MA 2453",42.376203,-71.230821
313,Boston_Financial District_Boston_NA_1 Lincoln St,"1 Lincoln St, Boston, MA 2111",42.35888,-71.0568
314,Boston_Route 3 North_Westford_NA_1 Technology Park Dr,"1 Technology Park Dr, Westford, MA 1886",42.570739,-71.415415
315,Boston_Route 128 West_Needham_NA_10 Kearney Rd,"10 Kearney Rd, Needham, MA 2494",42.305933,-71.227289
316,Boston_Southern New Hampshire_Nashua_NA_10 Tara Blvd,"10 Tara Blvd, Nashua, NH 3062",42.71035,-71.456085
317,Boston_Route 128 West_Waltham_NA_1000 Winter St,"1000 Winter St, Waltham, MA 2451",42.40746,-71.27432
318,Boston_Financial District_Boston_NA_101 Federal St,"101 Federal St, Boston, MA 2110",42.354951,-71.056684
319,Boston_Cambridge_Cambridge_NA_105 Broadway,"105 Broadway, Cambridge, MA 2142",42.364414,-71.087573
320,Boston_Route 128 North_Burlington_NA_111 S Bedford St,"111 S Bedford St, Burlington, MA 1803",42.482467,-71.192762
321,Boston_Worcester_Worcester_NA_120 Front St,"120 Front St, Worcester, MA 1608",42.261892,-71.79964
322,Boston_Route 128 South_Quincy_NA_1212 Hancock St,"1212 Hancock St, Quincy, MA 2169",42.252703,-71.004082
323,Boston_Route 128 West_Chestnut Hill_NA_1330 Boylston St,"1330 Boylston St, Chestnut Hill, MA 2467",42.321405,-71.169567
324,Boston_Route 495/Route 2 West_Bedford_NA_135 South Rd,"135 South Rd, Bedford, MA 1730",42.485316,-71.277834
325,Boston_Neighborhoods District_Brighton_NA_1380 Soldiers Field Rd,"1380 Soldiers Field Rd, Brighton, MA 2135",42.36255,-71.143006
326,Boston_Route 495/Mass Pike West_Holliston_NA_18-24 Water St,"18-24 Water St, Holliston, MA 1746",42.197012,-71.426789
327,Boston_Route 128 West_Newton_NA_181 Wells Ave,"181 Wells Ave, Newton, MA 2459",42.295112,-71.197833
328,Boston_Route 128 West_Newton_NA_199 Wells Ave,"199 Wells Ave, Newton, MA 2459",42.296064,-71.198976
331,Boston_Route 128 North_Burlington_NA_2 Burlington Woods,"2 Burlington Woods, Burlington, MA 1803",42.487547,-71.197692
332,Boston_Financial District_Boston_NA_21 Custom House St,"21 Custom House St, Boston, MA 2110",42.358058,-71.05266
333,Boston_Route 128 South_Braintree_NA_220 Forbes Rd,"220 Forbes Rd, Braintree, MA 2184",42.218892,-71.035329
334,Boston_Worcester_Worcester_NA_237 Chandler St,"237 Chandler St, Worcester, MA 1609",42.261702,-71.819987
335,Boston_Neighborhoods District_Boston_NA_239-245 Causeway St,"239-245 Causeway St, Boston, MA 2114",42.366115,-71.05943
336,Boston_Route 128 West_Lexington_NA_24 Hartwell Ave,"24 Hartwell Ave, Lexington, MA 2421",42.473681,-71.254038
337,Boston_Route 128 West_Waltham_NA_245 Winter St,"245 Winter St, Waltham, MA 2451",42.3995,-71.25217
339,Boston_Cambridge_Cambridge_NA_25 Mount Auburn St,"25 Mount Auburn St, Cambridge, MA 2138",42.371049,-71.115281
340,Boston_Seaport/South Boston_Boston_NA_280 Summer St,"280 Summer St, Boston, MA 2210",42.350319,-71.04976
341,Boston_Seaport/South Boston_Boston_NA_326 A St,"326 A St, Boston, MA 2210",42.349477,-71.049538
342,Boston_Route 495/Mass Pike West_Southborough_NA_337 Turnpike Rd,"337 Turnpike Rd, Southborough, MA 1772",42.29096,-71.553392
344,Boston_Route 495 South_Plymouth_NA_36 Cordage Park Cir,"36 Cordage Park Cir, Plymouth, MA 2360",41.979384,-70.688198
345,Boston_Route 128 North_Stoneham_NA_38 Montvale Ave,"38 Montvale Ave, Stoneham, MA 2180",42.48192,-71.103241
346,Boston_Back Bay_Boston_NA_399 Boylston St,"399 Boylston St, Boston, MA 2116",42.351804,-71.072138
347,Boston_Route 495 South_Plymouth_NA_4 Collins Ave,"4 Collins Ave, Plymouth, MA 2360",41.959861,-70.693221
349,Boston_Route 128 West_Wellesley_NA_40 Grove St,"40 Grove St, Wellesley, MA 2482",42.295954,-71.291892
350,Boston_Route 128 West_Waltham_NA_400 Fifth Ave,"400 Fifth Ave, Waltham, MA 2451",42.388541,-71.25844
351,Boston_Route 128 South_Braintree_NA_400 Franklin St,"400 Franklin St, Braintree, MA 2184",42.210976,-71.019058
352,Boston_Route 128 West_Waltham_NA_404 Wyman St,"404 Wyman St, Waltham, MA 2451",42.409193,-71.256641
353,Boston_Worcester_Auburn_NA_489 Washington St,"489 Washington St, Auburn, MA 1501",42.187752,-71.829865
354,Boston_Route 128 North_Woburn_NA_500 Unicorn Park Dr,"500 Unicorn Park Dr, Woburn, MA 1801",42.487575,-71.11558
355,Boston_Route 128 North_Woburn_NA_500 W Cummings Park,"500 W Cummings Park, Woburn, MA 1801",42.495197,-71.12862
356,Boston_Route 128 North_Danvers_NA_55 Ferncroft Rd,"55 Ferncroft Rd, Danvers, MA 1923",42.595797,-70.968578
358,Boston_Financial District_Boston_NA_55 Summer St,"55 Summer St, Boston, MA 2110",42.374233,-71.03907
359,Boston_Financial District_Boston_NA_60 State St,"60 State St, Boston, MA 2109",42.374233,-71.03907
360,Boston_Back Bay_Boston_NA_745 Boylston St,"745 Boylston St, Boston, MA 2116",42.349453,-71.080665
361,Boston_Southern New Hampshire_Nashua_NA_9-11 Trafalgar Sq,"9-11 Trafalgar Sq, Nashua, NH 3063",42.786131,-71.503807
362,Boston_Route 128 North_Burlington_NA_99 S Bedford St,"99 S Bedford St, Burlington, MA 1803",42.48251,-71.194253
363,Charlotte_Park Road_Charlotte_1409 Mockingbird Ln_4600 Park Rd,"4600 Park Rd, Charlotte, NC 28209",35.168285,-80.851325
364,Charlotte_University / Northeast_Cornelius_19720 Jetton Rd_19720 Jetton Rd,"19720 Jetton Rd, Cornelius, NC 28031",35.477997,-80.887551
366,Charlotte_West_Charlotte_207 Regency_207 Regency Executive Park Dr,"207 Regency Executive Park Dr, Charlotte, NC 28217",35.152239,-80.896801
367,Charlotte_CBD_Charlotte_301 Midtown_301 S McDowell St,"301 S McDowell St, Charlotte, NC 28204",35.21804,-80.837576
368,Charlotte_SouthPark_Charlotte_6201 Fairview_6201 Fairview Rd,"6201 Fairview Rd, Charlotte, NC 28210",35.15137,-80.836303
369,Charlotte_Midtown/ South End_Charlotte_BerkelyJackson Bldg_1125 E Morehead St,"1125 E Morehead St, Charlotte, NC 28204",35.210354,-80.840769
370,Charlotte_CBD_Charlotte_Carillon Tower_227 W Trade St,"227 W Trade St, Charlotte, NC 28202",35.228426,-80.845359
371,Charlotte_Ballantyne / Highway 51_Charlotte_Carmel Executive Park_7400 Carmel Executive Park,"7400 Carmel Executive Park, Charlotte, NC 28226",35.088798,-80.84276
372,Charlotte_Ballantyne / Highway 51_Charlotte_Carmel Park I_11111 Carmel Commons Blvd,"11111 Carmel Commons Blvd, Charlotte, NC 28226",35.084927,-80.847796
375,Charlotte_Ballantyne / Highway 51_Charlotte_Carmel Park II_11121 Carmel Commons Blvd,"11121 Carmel Commons Blvd, Charlotte, NC 28226",35.084691,-80.847193
376,Charlotte_SouthPark_Charlotte_Fairview Plaza_5950 Fairview Rd,"5950 Fairview Rd, Charlotte, NC 28210",35.15061,-80.84142
378,Charlotte_University / Northeast_Cornelius_Johnsbury Square_19901 W Catawba Ave,"19901 W Catawba Ave, Cornelius, NC 28031",35.482398,-80.885068
379,Charlotte_CBD_Charlotte_Johnston Building_212 S Tryon St,"212 S Tryon St, Charlotte, NC 28281",35.226349,-80.845006
381,Charlotte_University / Northeast_Davidson_One Harbour Place_130 Harbour Place Dr,"130 Harbour Place Dr, Davidson, NC 28036",35.50316,-80.863064
382,Charlotte_CBD_Charlotte_One South_101 S Tryon St,"101 S Tryon St, Charlotte, NC 28280",35.226534,-80.843464
384,Charlotte_CBD_Charlotte_Regions 615_615 S College St,"615 S College St, Charlotte, NC 28202",35.221674,-80.84802
386,Charlotte_Midtown/ South End_Charlotte_Southend Dr_2115-2135 Southend Dr,"2115-2135 Southend Dr, Charlotte, NC 28203",35.20694,-80.860007
387,Charlotte_East Charlotte_Charlotte_The Hub at Waverly_6210 Ardrey Kell Rd,"6210 Ardrey Kell Rd, Charlotte, NC 28277",35.051805,-80.76617
391,Charlotte_Midtown/ South End_Charlotte_The Offices at Carson Station_1001 Morehead Square Dr,"1001 Morehead Square Dr, Charlotte, NC 28203",35.219484,-80.850732
392,Charlotte_SouthPark_Charlotte_Three Morrocroft Centre_6801 Carnegie Blvd,"6801 Carnegie Blvd, Charlotte, NC 28211",35.151646,-80.824078
393,Charlotte_CBD_Charlotte_Tryon Plaza_112 S Tryon St,"112 S Tryon St, Charlotte, NC 28202",35.227076,-80.843783
394,Charlotte_West_Charlotte_Water Oak_8720 Red Oak Blvd,"8720 Red Oak Blvd, Charlotte, NC 28217",35.142998,-80.906727
395,Charlotte_Randolph Rd/ Cotswold_Charlotte_NA_121 Greenwich Rd,"121 Greenwich Rd, Charlotte, NC 28211",35.178939,-80.800257
396,Charlotte_East Charlotte_Charlotte_NA_5501 Executive Center Dr,"5501 Executive Center Dr, Charlotte, NC 28212",35.20251,-80.74366
397,Charlotte_West_Charlotte_NA_660 Westinghouse Blvd,"660 Westinghouse Blvd, Charlotte, NC 28273",35.117124,-80.923924
398,Charlotte_West_Charlotte_NA_9635 Southern Pine Blvd,"9635 Southern Pine Blvd, Charlotte, NC 28273",35.132428,-80.913604
399,Charlotte_University / Northeast_Charlotte_NA_9700 Research Dr,"9700 Research Dr, Charlotte, NC 28262",35.319363,-80.767767
400,Chicago_Central Loop_Chicago_11 E Adams_11 E Adams St,"11 E Adams St, Chicago, IL 60603",41.879361,-87.627242
401,Chicago_Central Loop_Chicago_120 South LaSalle Street_120 S LaSalle St,"120 S LaSalle St, Chicago, IL 60603",41.881672,-87.632355
402,Chicago_Central Loop_Chicago_140 S Clark St_135 S LaSalle St,"135 S LaSalle St, Chicago, IL 60603",41.879779,-87.631745
403,Chicago_Central Loop_Chicago_161 N Clark St_161 N Clark St,"161 N Clark St, Chicago, IL 60601",41.88495,-87.63056
405,Chicago_Central Loop_Chicago_161 W Washington St_30 N LaSalle St,"30 N LaSalle St, Chicago, IL 60602",41.882865,-87.632741
406,Chicago_East Loop_Chicago_180 N Michigan_180 N Michigan Ave,"180 N Michigan Ave, Chicago, IL 60601",41.88556,-87.624927
407,Chicago_Central Loop_Chicago_180 N Wabash_180 N Wabash Ave,"180 N Wabash Ave, Chicago, IL 60601",41.885423,-87.626629
408,Chicago_West Loop_Chicago_223 W Jackson_223 W Jackson Blvd,"223 W Jackson Blvd, Chicago, IL 60606",41.877909,-87.634734
409,Chicago_Central Loop_Chicago_25 East Washington_25 E Washington St,"25 E Washington St, Chicago, IL 60602",41.882978,-87.626694
410,Chicago_West Loop_Chicago_300 South Riverside Plaza_300 S Riverside Plz,"300 S Riverside Plz, Chicago, IL 60606",41.87741,-87.63876
412,Chicago_West Loop_Chicago_300 South Wacker_300 S Wacker Dr,"300 S Wacker Dr, Chicago, IL 60606",41.87772,-87.63711
413,Chicago_Far West Loop/Fulton Market_Chicago_315 N Racine Ave_315 N Racine Ave,"315 N Racine Ave, Chicago, IL 60607",41.887328,-87.656584
414,Chicago_River North_Chicago_350 North LaSalle_350 N LaSalle St,"350 N LaSalle St, Chicago, IL 60654",41.888921,-87.632874
415,Chicago_River North_Chicago_350 W Mart Ctr_350 N Orleans St,"350 N Orleans St, Chicago, IL 60654",41.888401,-87.637481
417,Chicago_West Loop_Chicago_367 W Adams St_200 S Wacker Dr,"200 S Wacker Dr, Chicago, IL 60606",41.88257,-87.637433
418,Chicago_Central Loop_Chicago_440 South LaSalle_425 S Financial Pl,"425 S Financial Pl, Chicago, IL 60605",41.876251,-87.632819
420,Chicago_Central Loop_Chicago_55 W Wacker Dr_55 W Wacker Dr,"55 W Wacker Dr, Chicago, IL 60601",41.88651,-87.629882
421,Chicago_East Loop_Chicago_60 W Adams St_55 E Monroe St,"55 E Monroe St, Chicago, IL 60603",41.879959,-87.625719
423,Chicago_River North_Chicago_600 West Chicago_600 W Chicago Ave,"600 W Chicago Ave, Chicago, IL 60654",41.897694,-87.643793
424,Chicago_North Michigan Avenue_Chicago_625 North Michigan_625 N Michigan Ave,"625 N Michigan Ave, Chicago, IL 60611",41.89314,-87.623705
427,Chicago_West Loop_Chicago_71 S Franklin St_71 S Wacker Dr,"71 S Wacker Dr, Chicago, IL 60606",41.880952,-87.636059
428,Chicago_East Loop_Chicago_Aon Center_200 E Randolph St,"200 E Randolph St, Chicago, IL 60601",41.885257,-87.621414
429,Chicago_Central Loop_Chicago_Burnham Center_111 W Washington St,"111 W Washington St, Chicago, IL 60602",41.882954,-87.631513
431,Chicago_Far West Loop/Fulton Market_Chicago_Burnham Otis Building_600 W Jackson Blvd,"600 W Jackson Blvd, Chicago, IL 60661",41.87829,-87.642862
432,Chicago_West Loop_Chicago_CME Center_10 S Wacker Dr,"10 S Wacker Dr, Chicago, IL 60606",41.881375,-87.63737
433,Chicago_West Loop_Chicago_CME Center_30 S Wacker Dr,"30 S Wacker Dr, Chicago, IL 60606",41.881104,-87.637405
434,Chicago_Central Loop_Chicago_Citadel Center_131 S Dearborn St,"131 S Dearborn St, Chicago, IL 60603",41.879713,-87.628875
435,Chicago_West Loop_Chicago_Civic Opera Building_20 N Wacker Dr,"20 N Wacker Dr, Chicago, IL 60606",41.882509,-87.637445
438,Chicago_West Loop_Chicago_Fifth Third Center_222 S Riverside Plz,"222 S Riverside Plz, Chicago, IL 60606",41.878922,-87.63906
440,Chicago_Far West Loop/Fulton Market_Chicago_Fulton West_1330 W Fulton St,"1330 W Fulton St, Chicago, IL 60607",41.886908,-87.660256
442,Chicago_Central Loop_Chicago_Heyworth Building_29 E Madison St,"29 E Madison St, Chicago, IL 60602",41.881844,-87.626585
444,Chicago_River North_Chicago_Mesirow Financial Building_353 N Clark St,"353 N Clark St, Chicago, IL 60654",41.888988,-87.630372
445,Chicago_North Michigan Avenue_Chicago_OfficeRetail Omni Hotel Chicago_676 N Michigan Ave,"676 N Michigan Ave, Chicago, IL 60611",41.894745,-87.624896
